,x,y
ring_finger_pip,0.4276140630245209,0.33211320638656616
ring_finger_dip,0.42984843254089355,0.28419145941734314
ring_finger_tip,0.432908833026886,0.24194857478141785
pinky_mcp,0.4054029583930969,0.42401695251464844
pinky_pip,0.3934137523174286,0.36803072690963745
pinky_dip,0.388924777507782,0.3305504322052002
pinky_tip,0.38763418793678284,0.2951281666755676
wrist,0.4348822832107544,0.5677062273025513
thumb_cmc,0.4808710515499115,0.5509679317474365
thumb_mcp,0.5172081589698792,0.5039464831352234
thumb_ip,0.5397102236747742,0.46026432514190674
thumb_tip,0.5648381114006042,0.4349775016307831
index_finger_mcp,0.48062780499458313,0.3939743936061859
index_finger_pip,0.49506527185440063,0.3250028192996979
index_finger_dip,0.5037003755569458,0.2797364592552185
index_finger_tip,0.5118038654327393,0.23993124067783356
middle_finger_mcp,0.4544256329536438,0.3831360340118408
middle_finger_pip,0.4600391089916229,0.3019510507583618
middle_finger_dip,0.46573981642723083,0.2477952539920807
middle_finger_tip,0.4715581238269806,0.20086941123008728
ring_finger_mcp,0.4301387667655945,0.3890048861503601
ring_finger_pip,0.42815515398979187,0.311376690864563
ring_finger_dip,0.43032246828079224,0.25989270210266113
ring_finger_tip,0.43423232436180115,0.21489042043685913
pinky_mcp,0.40553417801856995,0.40830498933792114
pinky_pip,0.39348024129867554,0.34968581795692444
pinky_dip,0.3884916305541992,0.30953019857406616
pinky_tip,0.38722288608551025,0.2708517014980316
wrist,0.4329850375652313,0.552636444568634
thumb_cmc,0.4801405072212219,0.5377727150917053
thumb_mcp,0.5162819623947144,0.4921071231365204
thumb_ip,0.5396620035171509,0.45021307468414307
thumb_tip,0.5639792680740356,0.427257776260376
index_finger_mcp,0.4801102578639984,0.3815869688987732
index_finger_pip,0.4955900311470032,0.3131796717643738
index_finger_dip,0.5052686929702759,0.2679518461227417
index_finger_tip,0.5135538578033447,0.228744775056839
middle_finger_mcp,0.4543580710887909,0.36933013796806335
middle_finger_pip,0.4621102511882782,0.2871257960796356
middle_finger_dip,0.46870625019073486,0.23339857161045074
middle_finger_tip,0.4743697941303253,0.1878397911787033
ring_finger_mcp,0.4299620985984802,0.37300294637680054
ring_finger_pip,0.4296085834503174,0.29358023405075073
ring_finger_dip,0.4321310222148895,0.2413722276687622
ring_finger_tip,0.43573859333992004,0.19638817012310028
pinky_mcp,0.4047657549381256,0.38968977332115173
pinky_pip,0.39365196228027344,0.3305892050266266
pinky_dip,0.3895387351512909,0.28953757882118225
pinky_tip,0.38876351714134216,0.25066155195236206
wrist,0.4312984049320221,0.544115424156189
thumb_cmc,0.47870633006095886,0.5297371745109558
thumb_mcp,0.5144874453544617,0.48595288395881653
thumb_ip,0.538300633430481,0.4448222219944
thumb_tip,0.5620310306549072,0.42203661799430847
index_finger_mcp,0.4798978269100189,0.37334156036376953
index_finger_pip,0.4953635632991791,0.3047903776168823
index_finger_dip,0.5045643448829651,0.2602075934410095
index_finger_tip,0.5123224258422852,0.22025851905345917
middle_finger_mcp,0.45401522517204285,0.3601078689098358
middle_finger_pip,0.4613647162914276,0.27886006236076355
middle_finger_dip,0.46699997782707214,0.2252567708492279
middle_finger_tip,0.47156381607055664,0.17929795384407043
ring_finger_mcp,0.42938166856765747,0.36339032649993896
ring_finger_pip,0.4291747212409973,0.2838160991668701
ring_finger_dip,0.43142029643058777,0.23187144100666046
ring_finger_tip,0.43465957045555115,0.1865396946668625
pinky_mcp,0.4041614532470703,0.3804229497909546
pinky_pip,0.3923904001712799,0.3207561671733856
pinky_dip,0.3879440426826477,0.27890127897262573
pinky_tip,0.3870365023612976,0.23899848759174347
wrist,0.42938947677612305,0.5394368171691895
thumb_cmc,0.47677433490753174,0.5255564451217651
thumb_mcp,0.5117996335029602,0.48128485679626465
thumb_ip,0.5351606607437134,0.4398036599159241
thumb_tip,0.5583392381668091,0.4175410270690918
index_finger_mcp,0.47850796580314636,0.3671875
index_finger_pip,0.4937892556190491,0.2983909249305725
index_finger_dip,0.5028438568115234,0.253540575504303
index_finger_tip,0.5102363228797913,0.21334080398082733
middle_finger_mcp,0.45295193791389465,0.35400617122650146
middle_finger_pip,0.46013888716697693,0.2714713513851166
middle_finger_dip,0.46526235342025757,0.2172110378742218
middle_finger_tip,0.4691486954689026,0.17094339430332184
ring_finger_mcp,0.4281899034976959,0.3581148684024811
ring_finger_pip,0.42721694707870483,0.2768133282661438
ring_finger_dip,0.42862561345100403,0.22366701066493988
ring_finger_tip,0.43103790283203125,0.17715151607990265
pinky_mcp,0.40268558263778687,0.37657296657562256
pinky_pip,0.38991615176200867,0.3158417344093323
pinky_dip,0.3846583962440491,0.27317413687705994
pinky_tip,0.3830229640007019,0.23218299448490143
wrist,0.42650306224823,0.5360720753669739
thumb_cmc,0.4736038148403168,0.5228798985481262
thumb_mcp,0.5084891319274902,0.478507399559021
thumb_ip,0.5315912365913391,0.435613214969635
thumb_tip,0.5557746291160583,0.4136775732040405
index_finger_mcp,0.47573643922805786,0.3644689917564392
index_finger_pip,0.48994123935699463,0.2950545847415924
index_finger_dip,0.49876564741134644,0.24987922608852386
index_finger_tip,0.5064637660980225,0.20924201607704163
middle_finger_mcp,0.45000696182250977,0.3516603112220764
middle_finger_pip,0.4556306004524231,0.26754307746887207
middle_finger_dip,0.46014925837516785,0.2130911648273468
middle_finger_tip,0.4638816714286804,0.16690844297409058
ring_finger_mcp,0.42530736327171326,0.35624682903289795
ring_finger_pip,0.42311590909957886,0.2748417854309082
ring_finger_dip,0.4245724678039551,0.22093060612678528
ring_finger_tip,0.4270818531513214,0.1736682951450348
pinky_mcp,0.3999654948711395,0.37488794326782227
pinky_pip,0.38638561964035034,0.31370195746421814
pinky_dip,0.38093113899230957,0.2713604271411896
pinky_tip,0.3789393901824951,0.2303825467824936
wrist,0.4236900210380554,0.5329052209854126
thumb_cmc,0.47070369124412537,0.5195436477661133
thumb_mcp,0.5050901174545288,0.47719138860702515
thumb_ip,0.5268926024436951,0.43384552001953125
thumb_tip,0.5513700246810913,0.4101252555847168
index_finger_mcp,0.47183769941329956,0.361624151468277
index_finger_pip,0.48624488711357117,0.2916991710662842
index_finger_dip,0.4951207637786865,0.2468765527009964
index_finger_tip,0.5031163692474365,0.20653672516345978
middle_finger_mcp,0.4456678330898285,0.34884780645370483
middle_finger_pip,0.4503055214881897,0.2643430829048157
middle_finger_dip,0.45416828989982605,0.21006040275096893
middle_finger_tip,0.45759621262550354,0.164239764213562
ring_finger_mcp,0.42116591334342957,0.353418231010437
ring_finger_pip,0.4172365069389343,0.27350950241088867
ring_finger_dip,0.41805779933929443,0.21999971568584442
ring_finger_tip,0.42038244009017944,0.1731594353914261
pinky_mcp,0.3963873088359833,0.3721444606781006
pinky_pip,0.38157936930656433,0.3113408088684082
pinky_dip,0.3751254379749298,0.2697962522506714
pinky_tip,0.3721688687801361,0.22956310212612152
wrist,0.4208204448223114,0.5320057272911072
thumb_cmc,0.46734073758125305,0.517877995967865
thumb_mcp,0.5023030638694763,0.4753478169441223
thumb_ip,0.5235415101051331,0.43202340602874756
thumb_tip,0.5472868084907532,0.4079350233078003
index_finger_mcp,0.4678723216056824,0.3587523400783539
index_finger_pip,0.48161953687667847,0.2887685000896454
index_finger_dip,0.48992249369621277,0.24371322989463806
index_finger_tip,0.49716073274612427,0.20312334597110748
middle_finger_mcp,0.44149574637413025,0.34647756814956665
middle_finger_pip,0.44579824805259705,0.2619667649269104
middle_finger_dip,0.4490823745727539,0.20721788704395294
middle_finger_tip,0.45175960659980774,0.160810187458992
ring_finger_mcp,0.41681021451950073,0.35190823674201965
ring_finger_pip,0.4118591248989105,0.27167606353759766
ring_finger_dip,0.41131818294525146,0.2169136255979538
ring_finger_tip,0.4123203456401825,0.16844888031482697
pinky_mcp,0.3916360139846802,0.3719141483306885
pinky_pip,0.3764444589614868,0.3109959065914154
pinky_dip,0.3693660497665405,0.26897597312927246
pinky_tip,0.36592230200767517,0.2278491109609604
wrist,0.41829100251197815,0.5320232510566711
thumb_cmc,0.46474769711494446,0.5173659920692444
thumb_mcp,0.5002989768981934,0.4750654697418213
thumb_ip,0.5211315751075745,0.4321022629737854
thumb_tip,0.5444832444190979,0.4070635139942169
index_finger_mcp,0.4639315903186798,0.35846585035324097
index_finger_pip,0.477325439453125,0.2876609265804291
index_finger_dip,0.4850512444972992,0.24175050854682922
index_finger_tip,0.4916180670261383,0.20046275854110718
middle_finger_mcp,0.43731746077537537,0.3462038040161133
middle_finger_pip,0.4414983093738556,0.26107722520828247
middle_finger_dip,0.44455763697624207,0.20568236708641052
middle_finger_tip,0.44684720039367676,0.15887221693992615
ring_finger_mcp,0.4125635027885437,0.35156551003456116
ring_finger_pip,0.4070245623588562,0.2711825966835022
ring_finger_dip,0.4062797427177429,0.21632035076618195
ring_finger_tip,0.4068629741668701,0.1679900586605072
pinky_mcp,0.38767221570014954,0.37123680114746094
pinky_pip,0.3722075819969177,0.3102651536464691
pinky_dip,0.36476555466651917,0.26816463470458984
pinky_tip,0.3608507513999939,0.22703683376312256
wrist,0.41646966338157654,0.5320139527320862
thumb_cmc,0.46262508630752563,0.5167151689529419
thumb_mcp,0.49757692217826843,0.4746140241622925
thumb_ip,0.5186960697174072,0.4321616291999817
thumb_tip,0.5415881872177124,0.40686360001564026
index_finger_mcp,0.46159180998802185,0.3576239347457886
index_finger_pip,0.47459134459495544,0.2864452004432678
index_finger_dip,0.48174750804901123,0.24009007215499878
index_finger_tip,0.4875967800617218,0.19806262850761414
middle_finger_mcp,0.4348774254322052,0.3455604016780853
middle_finger_pip,0.43852677941322327,0.26076647639274597
middle_finger_dip,0.4409874975681305,0.2059471160173416
middle_finger_tip,0.4426189064979553,0.1590842753648758
ring_finger_mcp,0.4100953936576843,0.35105040669441223
ring_finger_pip,0.4048408567905426,0.27189141511917114
ring_finger_dip,0.4040348529815674,0.2178059220314026
ring_finger_tip,0.40431541204452515,0.1699836403131485
pinky_mcp,0.38521599769592285,0.37068021297454834
pinky_pip,0.36932700872421265,0.31052330136299133
pinky_dip,0.3616862893104553,0.26890817284584045
pinky_tip,0.35740676522254944,0.228160560131073
wrist,0.4145435392856598,0.5327679514884949
thumb_cmc,0.46013763546943665,0.5165970325469971
thumb_mcp,0.49511706829071045,0.4739554226398468
thumb_ip,0.5166205763816833,0.4314674735069275
thumb_tip,0.5401369333267212,0.40699970722198486
index_finger_mcp,0.4591284692287445,0.35640913248062134
index_finger_pip,0.47193434834480286,0.2848871946334839
index_finger_dip,0.47895026206970215,0.23809415102005005
index_finger_tip,0.48471909761428833,0.19561167061328888
middle_finger_mcp,0.43254393339157104,0.34450477361679077
middle_finger_pip,0.43577173352241516,0.2601422369480133
middle_finger_dip,0.4375263750553131,0.2049490213394165
middle_finger_tip,0.43841907382011414,0.15779443085193634
ring_finger_mcp,0.40790653228759766,0.3500172793865204
ring_finger_pip,0.4025448262691498,0.27073603868484497
ring_finger_dip,0.40126609802246094,0.21634036302566528
ring_finger_tip,0.4010346531867981,0.16831566393375397
pinky_mcp,0.383322149515152,0.3699932098388672
pinky_pip,0.3667178153991699,0.3099381625652313
pinky_dip,0.35838204622268677,0.26839032769203186
pinky_tip,0.3535194993019104,0.22787603735923767
wrist,0.4134891629219055,0.5321557521820068
thumb_cmc,0.4593651592731476,0.5157690048217773
thumb_mcp,0.49393758177757263,0.47210758924484253
thumb_ip,0.5153895616531372,0.42899543046951294
thumb_tip,0.5383825898170471,0.4052794575691223
index_finger_mcp,0.4572981894016266,0.35548049211502075
index_finger_pip,0.4699026942253113,0.2842146158218384
index_finger_dip,0.47657445073127747,0.2375648468732834
index_finger_tip,0.4818342626094818,0.1954062134027481
middle_finger_mcp,0.43088963627815247,0.34392690658569336
middle_finger_pip,0.4339897632598877,0.2590896487236023
middle_finger_dip,0.4354018270969391,0.20383523404598236
middle_finger_tip,0.4356399476528168,0.15665099024772644
ring_finger_mcp,0.40640416741371155,0.34991270303726196
ring_finger_pip,0.4006752073764801,0.270571768283844
ring_finger_dip,0.39890778064727783,0.2164069563150406
ring_finger_tip,0.3978530764579773,0.16875045001506805
pinky_mcp,0.38182008266448975,0.3703944683074951
pinky_pip,0.36514729261398315,0.3108106851577759
pinky_dip,0.3567546606063843,0.2692120671272278
pinky_tip,0.35161417722702026,0.2288237363100052
wrist,0.41297781467437744,0.5309784412384033
thumb_cmc,0.4588271677494049,0.5143130421638489
thumb_mcp,0.4931510090827942,0.47079575061798096
thumb_ip,0.5140676498413086,0.4277064800262451
thumb_tip,0.537367582321167,0.40343278646469116
index_finger_mcp,0.4559055268764496,0.35385966300964355
index_finger_pip,0.4682926535606384,0.2827172875404358
index_finger_dip,0.4745360016822815,0.2365283966064453
index_finger_tip,0.47941336035728455,0.19460417330265045
middle_finger_mcp,0.42919084429740906,0.3426834046840668
middle_finger_pip,0.4321746528148651,0.2579980492591858
middle_finger_dip,0.4335664212703705,0.20303307473659515
middle_finger_tip,0.4337882697582245,0.15597784519195557
ring_finger_mcp,0.4046522080898285,0.34887003898620605
ring_finger_pip,0.398568332195282,0.2696807384490967
ring_finger_dip,0.3968766927719116,0.21552488207817078
ring_finger_tip,0.3959851562976837,0.16792908310890198
pinky_mcp,0.3801822066307068,0.3694459795951843
pinky_pip,0.3633319139480591,0.30972981452941895
pinky_dip,0.35513123869895935,0.2681024968624115
pinky_tip,0.3503318428993225,0.2276936024427414
wrist,0.4131142795085907,0.5294175148010254
thumb_cmc,0.45844531059265137,0.5123252272605896
thumb_mcp,0.4921542704105377,0.46851232647895813
thumb_ip,0.5127949714660645,0.42587900161743164
thumb_tip,0.5362167358398438,0.40116357803344727
index_finger_mcp,0.45538759231567383,0.352165549993515
index_finger_pip,0.46817678213119507,0.28079694509506226
index_finger_dip,0.47494620084762573,0.2341931164264679
index_finger_tip,0.48022037744522095,0.19216102361679077
middle_finger_mcp,0.42817798256874084,0.3411347568035126
middle_finger_pip,0.4313127100467682,0.25624150037765503
middle_finger_dip,0.43265560269355774,0.20081813633441925
middle_finger_tip,0.4327262341976166,0.15351243317127228
ring_finger_mcp,0.4034191071987152,0.34767502546310425
ring_finger_pip,0.39790740609169006,0.26792189478874207
ring_finger_dip,0.39622023701667786,0.21383340656757355
ring_finger_tip,0.39532601833343506,0.16636575758457184
pinky_mcp,0.3789828419685364,0.3687763810157776
pinky_pip,0.36214837431907654,0.30903002619743347
pinky_dip,0.35414791107177734,0.26727205514907837
pinky_tip,0.3497639000415802,0.22670675814151764
wrist,0.41310688853263855,0.5284239053726196
thumb_cmc,0.4585556089878082,0.5110183358192444
thumb_mcp,0.49208828806877136,0.4661896526813507
thumb_ip,0.5132614970207214,0.42323067784309387
thumb_tip,0.536641001701355,0.3979138731956482
index_finger_mcp,0.45481619238853455,0.3508490025997162
index_finger_pip,0.46791237592697144,0.2804711163043976
index_finger_dip,0.47438159584999084,0.23425893485546112
index_finger_tip,0.47935760021209717,0.1922939419746399
middle_finger_mcp,0.42810767889022827,0.33965349197387695
middle_finger_pip,0.4322243928909302,0.25577425956726074
middle_finger_dip,0.43413713574409485,0.20024420320987701
middle_finger_tip,0.4344920217990875,0.15202449262142181
ring_finger_mcp,0.4034635126590729,0.3461570739746094
ring_finger_pip,0.39813584089279175,0.2660423815250397
ring_finger_dip,0.39662089943885803,0.21277305483818054
ring_finger_tip,0.39572104811668396,0.16581317782402039
pinky_mcp,0.37913310527801514,0.3672967851161957
pinky_pip,0.3623791038990021,0.30778834223747253
pinky_dip,0.3543124794960022,0.2661699652671814
pinky_tip,0.34962624311447144,0.22593802213668823
wrist,0.4133269190788269,0.5256397724151611
thumb_cmc,0.4586799740791321,0.5086631178855896
thumb_mcp,0.4922184944152832,0.46404045820236206
thumb_ip,0.5133019089698792,0.4207189977169037
thumb_tip,0.5363748073577881,0.3954915702342987
index_finger_mcp,0.45515191555023193,0.3492249846458435
index_finger_pip,0.46866753697395325,0.27891844511032104
index_finger_dip,0.4752240777015686,0.23258168995380402
index_finger_tip,0.48021697998046875,0.19054198265075684
middle_finger_mcp,0.42852866649627686,0.3379732370376587
middle_finger_pip,0.4327511787414551,0.25508129596710205
middle_finger_dip,0.43450215458869934,0.1996990442276001
middle_finger_tip,0.4348503053188324,0.15135346353054047
ring_finger_mcp,0.40393155813217163,0.34406089782714844
ring_finger_pip,0.39925843477249146,0.26399579644203186
ring_finger_dip,0.3979283273220062,0.2105983942747116
ring_finger_tip,0.39731353521347046,0.16327758133411407
pinky_mcp,0.3795068860054016,0.36471524834632874
pinky_pip,0.3627986013889313,0.30550187826156616
pinky_dip,0.35455161333084106,0.26379895210266113
pinky_tip,0.3498985171318054,0.22325368225574493
wrist,0.4138631522655487,0.5232433080673218
thumb_cmc,0.4592403471469879,0.5063143968582153
thumb_mcp,0.4924832582473755,0.461889386177063
thumb_ip,0.5135420560836792,0.41836968064308167
thumb_tip,0.5361294746398926,0.39229461550712585
index_finger_mcp,0.45530828833580017,0.34676146507263184
index_finger_pip,0.46927428245544434,0.27671319246292114
index_finger_dip,0.4759099781513214,0.23045466840267181
index_finger_tip,0.4807850420475006,0.18884044885635376
middle_finger_mcp,0.42830345034599304,0.3353988528251648
middle_finger_pip,0.43284866213798523,0.25245702266693115
middle_finger_dip,0.4349100887775421,0.19693119823932648
middle_finger_tip,0.4354887008666992,0.14894171059131622
ring_finger_mcp,0.4035010039806366,0.3414831757545471
ring_finger_pip,0.3990514576435089,0.2610935866832733
ring_finger_dip,0.3977225422859192,0.20780478417873383
ring_finger_tip,0.39731258153915405,0.16081032156944275
pinky_mcp,0.3789949417114258,0.3622795045375824
pinky_pip,0.36221885681152344,0.3031403124332428
pinky_dip,0.3542845845222473,0.26122331619262695
pinky_tip,0.35039421916007996,0.22032645344734192
wrist,0.41471564769744873,0.518970251083374
thumb_cmc,0.4600631892681122,0.5020992755889893
thumb_mcp,0.49266085028648376,0.4574424922466278
thumb_ip,0.513808012008667,0.41377943754196167
thumb_tip,0.5367823839187622,0.3875361382961273
index_finger_mcp,0.4555571675300598,0.34295716881752014
index_finger_pip,0.4691811800003052,0.27317342162132263
index_finger_dip,0.47573503851890564,0.22714242339134216
index_finger_tip,0.4805440306663513,0.1857263743877411
middle_finger_mcp,0.4289282262325287,0.3318619728088379
middle_finger_pip,0.43318793177604675,0.24896863102912903
middle_finger_dip,0.4349147379398346,0.1940275877714157
middle_finger_tip,0.43516719341278076,0.14655181765556335
ring_finger_mcp,0.40438714623451233,0.3383077383041382
ring_finger_pip,0.3998693525791168,0.2581676244735718
ring_finger_dip,0.39798563718795776,0.2049814760684967
ring_finger_tip,0.39706331491470337,0.15795612335205078
pinky_mcp,0.3798922896385193,0.35923245549201965
pinky_pip,0.3630700707435608,0.30061691999435425
pinky_dip,0.35509437322616577,0.2585580348968506
pinky_tip,0.35105612874031067,0.21742965281009674
wrist,0.41488394141197205,0.5147020220756531
thumb_cmc,0.4603245258331299,0.49811553955078125
thumb_mcp,0.49377891421318054,0.4538518786430359
thumb_ip,0.5148478150367737,0.41017094254493713
thumb_tip,0.5376484990119934,0.38442957401275635
index_finger_mcp,0.4562224745750427,0.33875736594200134
index_finger_pip,0.4696205258369446,0.26913437247276306
index_finger_dip,0.4763793349266052,0.22299787402153015
index_finger_tip,0.48164793848991394,0.18166138231754303
middle_finger_mcp,0.42995133996009827,0.3275527060031891
middle_finger_pip,0.4340308606624603,0.24420887231826782
middle_finger_dip,0.43591639399528503,0.18905940651893616
middle_finger_tip,0.43639370799064636,0.14160394668579102
